D Retention = 1.1945e+19 [D/m^2] | Temperatures Spanned = 3.239e+02 to 1.094e+03
Time[s]     Temp[K]     DFlux[D/m^2/s]   HDFlux[HD/m^2/s]   D2Flux[D2/m^2/s]
1.0479e+03	3.2394e+02	0.0000e+00	-2.6086e+12	-1.8205e+12
1.0674e+03	3.3309e+02	0.0000e+00	-1.8051e+12	-1.7290e+12
1.0869e+03	3.4526e+02	0.0000e+00	-3.7901e+12	-1.4089e+12
1.1063e+03	3.5588e+02	0.0000e+00	-4.0930e+11	-1.0561e+12
1.1258e+03	3.6596e+02	1.0081e+10	1.0081e+10	-1.0491e+12
1.1452e+03	3.7655e+02	0.0000e+00	-5.6107e+12	-1.3781e+12
1.1647e+03	3.8707e+02	0.0000e+00	-4.9218e+12	-1.7217e+12
1.1842e+03	3.9629e+02	0.0000e+00	-1.9132e+12	-1.8246e+12
1.2036e+03	4.0620e+02	0.0000e+00	-5.3087e+12	-1.8377e+12
1.2231e+03	4.1547e+02	0.0000e+00	-1.2242e+13	-1.8375e+12
1.2425e+03	4.2544e+02	0.0000e+00	-1.4967e+13	-1.8172e+12
1.2620e+03	4.3449e+02	0.0000e+00	-5.3586e+12	-1.7153e+12
1.2815e+03	4.4308e+02	6.9254e+12	6.9254e+12	-1.4919e+12
1.3009e+03	4.5295e+02	1.7943e+13	1.7943e+13	-1.3658e+12
1.3204e+03	4.6286e+02	2.9675e+13	2.9675e+13	-1.5579e+12
1.3399e+03	4.7180e+02	3.4926e+13	3.4926e+13	-1.7747e+12
1.3593e+03	4.8128e+02	3.6385e+13	3.6385e+13	-1.8400e+12
1.3788e+03	4.8954e+02	3.3370e+13	3.3370e+13	     NaN
1.3983e+03	4.9952e+02	3.7507e+13	3.7507e+13	     NaN
1.4177e+03	5.0892e+02	6.0363e+13	6.0363e+13	-1.8505e+12
1.4372e+03	5.1940e+02	8.7309e+13	8.7309e+13	-1.8435e+12
1.4566e+03	5.3096e+02	9.8797e+13	9.8797e+13	-1.7756e+12
1.4761e+03	5.3854e+02	1.0035e+14	1.0035e+14	-1.5189e+12
1.4956e+03	5.4848e+02	1.0427e+14	1.0427e+14	-9.8913e+11
1.5150e+03	5.5771e+02	1.1027e+14	1.1016e+14	5.1503e+10
1.5346e+03	5.6597e+02	1.3695e+14	1.3094e+14	3.0025e+12
1.5540e+03	5.7935e+02	1.6364e+14	1.6041e+14	1.6136e+12
1.5734e+03	5.8868e+02	1.7601e+14	1.7601e+14	-1.1106e+12
1.5929e+03	5.9730e+02	1.8739e+14	1.8739e+14	-1.3795e+12
1.6123e+03	6.0682e+02	2.0315e+14	2.0315e+14	-1.1048e+10
1.6318e+03	6.1694e+02	2.3082e+14	2.2773e+14	1.5431e+12
1.6513e+03	6.2588e+02	2.5680e+14	2.5467e+14	1.0646e+12
1.6707e+03	6.3543e+02	2.6536e+14	2.6536e+14	-6.3335e+11
1.6902e+03	6.4491e+02	2.6459e+14	2.6459e+14	-1.5458e+12
1.7097e+03	6.5431e+02	2.6349e+14	2.6349e+14	-1.5248e+12
1.7291e+03	6.6379e+02	2.4167e+14	2.4167e+14	-1.3304e+12
1.7486e+03	6.7341e+02	1.9692e+14	1.9692e+14	-1.2854e+12
1.7681e+03	6.8336e+02	1.6573e+14	1.6573e+14	-7.1948e+11
1.7875e+03	6.9391e+02	1.6511e+14	1.6511e+14	-1.1677e+11
1.8070e+03	7.0396e+02	1.8562e+14	1.8562e+14	-3.3937e+11
1.8264e+03	7.1286e+02	2.2744e+14	2.2614e+14	6.4615e+11
1.8459e+03	7.2438e+02	2.9526e+14	2.7870e+14	8.2801e+12
1.8654e+03	7.3511e+02	3.8571e+14	3.2604e+14	2.9836e+13
1.8848e+03	7.4373e+02	5.3862e+14	3.9130e+14	7.3659e+13
1.9043e+03	7.5392e+02	7.8332e+14	4.9394e+14	1.4469e+14
1.9238e+03	7.6333e+02	1.1565e+15	6.2786e+14	2.6430e+14
1.9432e+03	7.7299e+02	1.7746e+15	7.8937e+14	4.9263e+14
1.9627e+03	7.8189e+02	2.8020e+15	9.9533e+14	9.0335e+14
1.9822e+03	7.9152e+02	4.4955e+15	1.2718e+15	1.6119e+15
2.0016e+03	8.0085e+02	7.2711e+15	1.6682e+15	2.8014e+15
2.0211e+03	8.1301e+02	1.1563e+16	2.2786e+15	4.6424e+15
2.0406e+03	8.2195e+02	1.7575e+16	3.2023e+15	7.1866e+15
2.0600e+03	8.3175e+02	2.4923e+16	4.4831e+15	1.0220e+16
2.0795e+03	8.4252e+02	3.2715e+16	6.1617e+15	1.3277e+16
