D Retention = 1.1945e+19 [D/m^2] | Temperatures Spanned = 3.239e+02 to 1.094e+03
Time[s]     Temp[K]     DFlux[D/m^2/s]   HDFlux[HD/m^2/s]   D2Flux[D2/m^2/s]
2.0989e+03	8.5264e+02	4.0038e+16	8.3522e+15	1.5843e+16
2.1184e+03	8.6305e+02	4.6250e+16	1.1168e+16	1.7541e+16
2.1379e+03	8.7303e+02	5.0743e+16	1.4652e+16	1.8045e+16
2.1573e+03	8.8276e+02	5.3104e+16	1.8839e+16	1.7133e+16
2.1768e+03	8.9123e+02	5.3326e+16	2.3439e+16	1.4944e+16
2.1963e+03	9.0132e+02	5.1244e+16	2.7165e+16	1.2039e+16
2.2158e+03	9.1048e+02	4.6503e+16	2.8489e+16	9.0073e+15
2.2352e+03	9.2063e+02	3.9522e+16	2.7045e+16	6.2384e+15
2.2547e+03	9.2968e+02	3.1503e+16	2.3511e+16	3.9959e+15
2.2741e+03	9.3898e+02	2.3859e+16	1.9023e+16	2.4179e+15
2.2936e+03	9.4960e+02	1.7300e+16	1.4517e+16	1.3914e+15
2.3130e+03	9.5955e+02	1.2061e+16	1.0542e+16	7.5941e+14
2.3325e+03	9.7017e+02	8.1982e+15	7.4015e+15	3.9835e+14
2.3520e+03	9.7972e+02	5.6273e+15	5.2335e+15	1.9691e+14
2.3714e+03	9.9088e+02	4.0382e+15	3.8599e+15	8.9189e+13
2.3909e+03	1.0005e+03	3.0685e+15	2.9912e+15	3.8659e+13
2.4104e+03	1.0097e+03	2.5034e+15	2.4695e+15	1.6952e+13
2.4298e+03	1.0192e+03	2.1577e+15	2.1415e+15	8.1001e+12
2.4493e+03	1.0289e+03	1.9281e+15	1.9127e+15	7.6812e+12
2.4687e+03	1.0380e+03	1.7799e+15	1.7595e+15	1.0204e+13
2.4882e+03	1.0475e+03	1.6624e+15	1.6438e+15	9.2821e+12
2.5077e+03	1.0568e+03	1.5917e+15	1.5708e+15	1.0479e+13
2.5271e+03	1.0658e+03	1.5301e+15	1.5045e+15	1.2801e+13
2.5466e+03	1.0750e+03	1.3830e+15	1.3672e+15	7.9128e+12
2.5661e+03	1.0838e+03	1.2267e+15	1.2222e+15	2.2369e+12
2.5855e+03	1.0936e+03	1.1389e+15	1.1389e+15	-2.4526e+11
